date,channel,sessions,orders,revenue,spend,impressions,clicks,CPC,CTR,CVR,ROAS,CAC
2025-08-11,email,381,21,115301.12000000001,19002.79,311487,4245,4.476511189634865,0.013628177098883741,0.05511811023622047,6.067589022454071,904.8947619047619
2025-08-11,organic,687,20,136930.08,5186.9,627690,6966,0.7446023542922767,0.01109783491851073,0.02911208151382824,26.399213402996008,259.34499999999997
2025-08-11,paid_social,1032,23,133199.05000000002,156070.28,795355,15040,10.37701329787234,0.01890979499720251,0.022286821705426358,0.8534555714258988,6785.664347826087
2025-08-11,referral,136,4,20760.33,33397.15,88244,1471,22.70370496261047,0.016669688590725713,0.029411764705882353,0.6216198088759071,8349.2875
2025-08-11,search,1120,44,348731.99,177070.05,778637,23388,7.570978707029245,0.030037103297171852,0.039285714285714285,1.9694577936810884,4024.319318181818
2025-08-12,email,307,15,99851.78,16980.12,353689,4197,4.045775553967119,0.011866357166889555,0.048859934853420196,5.880510856224809,1132.008
2025-08-12,organic,545,7,47821.21000000001,3619.91,641811,6722,0.5385168104730734,0.010473488301073057,0.012844036697247707,13.210607446041479,517.13
2025-08-12,paid_social,664,7,33385.47,116420.65000000001,610007,9690,12.01451496388029,0.0158850636140241,0.010542168674698794,0.2867658787337126,16631.52142857143
2025-08-12,referral,149,1,9966.77,29868.58,112484,2151,13.885904230590423,0.019122719675687207,0.006711409395973154,0.3336874401126535,29868.58
2025-08-12,search,1031,27,220649.87,121154.06,537133,16966,7.140991394553813,0.03158621793857387,0.026188166828322017,1.8212338076000094,4487.187407407408
2025-08-13,email,409,19,100381.26,17988.09,329326,4765,3.7750451206715634,0.01446894566478201,0.04645476772616137,5.580429050555117,946.7415789473685
2025-08-13,organic,545,15,111692.63,4248.38,691693,6109,0.6954296938942544,0.008831952903961729,0.027522935779816515,26.2906401969692,283.22533333333337
2025-08-13,paid_social,999,10,55304.42,155867.94,777354,16036,9.719876527812422,0.02062895411871554,0.01001001001001001,0.35481587810809584,15586.794
2025-08-13,referral,244,5,41498.28,38923.17,127728,2607,14.93025316455696,0.020410559939872227,0.020491803278688523,1.0661587943633575,7784.634
2025-08-13,search,1093,44,236995.19,163617.46,702085,18425,8.880187788331071,0.026243261143593724,0.04025617566331199,1.4484712695087676,3718.578636363636
2025-08-14,email,339,18,89051.28,17275.27,331697,3799,4.547320347459858,0.01145322387600732,0.05309734513274336,5.1548415741114315,959.7372222222223
2025-08-14,organic,434,6,35084.57,4948.45,656287,4983,0.9930664258478827,0.007592714772652818,0.013824884792626729,7.090012023967101,824.7416666666667
2025-08-14,paid_social,1110,25,155651.62,149923.65,772821,14392,10.417151889938854,0.01862268235464616,0.02252252252252252,1.0382059134766264,5996.946
2025-08-14,referral,259,6,57759.770000000004,34581.08,150555,2709,12.765256552233296,0.017993424329979076,0.023166023166023165,1.6702708533105386,5763.513333333333
2025-08-14,search,1047,39,232540.29,202946.47,896315,23823,8.518930025605508,0.026578825524508683,0.03724928366762178,1.1458208166912192,5203.755641025641
2025-08-15,email,455,30,210698.11,22836.03,363715,4380,5.213705479452054,0.01204239583190135,0.06593406593406594,9.226564775050655,761.2009999999999
2025-08-15,organic,588,12,83550.38,5186.66,504868,5695,0.910739244951712,0.011280176204473248,0.02040816326530612,16.108705795251666,432.22166666666664
2025-08-15,paid_social,999,25,139407.25,158687.54,792629,14509,10.937179681576954,0.018304906835354247,0.025025025025025027,0.8785015509094161,6347.5016000000005
2025-08-15,referral,300,10,66262.95,28618.67,131596,2727,10.494561789512284,0.020722514362138667,0.03333333333333333,2.3153748933825367,2861.8669999999997
2025-08-15,search,1117,42,255439.41999999998,185183.65,861102,23246,7.966258711176116,0.026995640470002392,0.03760071620411817,1.3793843030958726,4409.134523809524
2025-08-16,email,603,39,265031.2,23232.63,456833,5788,4.013930545957153,0.012669837774416472,0.06467661691542288,11.40771406422777,595.7084615384616
2025-08-16,organic,555,13,102512.9,6257.63,673295,5798,1.0792738875474301,0.00861138134101694,0.023423423423423424,16.382064775322284,481.35615384615386
2025-08-16,paid_social,975,28,132457.16,161713.04,838942,13697,11.806456888369716,0.01632651601660186,0.028717948717948718,0.8190876876719404,5775.465714285715
2025-08-16,referral,333,12,71869.6,38542.270000000004,116497,2898,13.299610075914424,0.024876177068937397,0.036036036036036036,1.864695566711561,3211.8558333333335
2025-08-16,search,1120,33,183096.13,239157.44,1008704,27698,8.634466026427901,0.02745899689106021,0.029464285714285714,0.7655882668755779,7247.195151515151
2025-08-17,email,510,23,159973.21,22974.48,394702,4606,4.987946157186279,0.011669563366793175,0.045098039215686274,6.9630829511701675,998.8904347826086
2025-08-17,organic,588,23,155693.68,5139.41,527119,5030,1.0217514910536778,0.009542437286457138,0.0391156462585034,30.294076557425853,223.45260869565217
2025-08-17,paid_social,1113,23,112483.5,176795.85,886098,18543,9.534371460928652,0.020926579227128376,0.020664869721473494,0.6362338256243005,7686.776086956522
2025-08-17,referral,278,8,58945.82,41133.17,128698,2676,15.37113976083707,0.020792863913969138,0.02877697841726619,1.4330483159941236,5141.64625
2025-08-17,search,1120,34,210424.68,226730.72,984012,32901,6.8913017841403,0.03343556785892855,0.030357142857142857,0.9280819114410257,6668.5505882352945
2025-08-18,email,367,19,81764.93,20606.14,394387,4354,4.732691777675701,0.01103991764434426,0.051771117166212535,3.967988667455428,1084.5336842105262
2025-08-18,organic,579,7,42564.81,4470.389999999999,593948,6403,0.6981711697641729,0.010780405018621158,0.012089810017271158,9.521498124324724,638.6271428571428
2025-08-18,paid_social,951,21,113064.49,140041.01,693654,12046,11.625519674580774,0.017366006683447368,0.022082018927444796,0.8073669991383238,6668.619523809524
2025-08-18,referral,297,11,57745.73,33531.51,129508,2983,11.240868253436139,0.023033326126571333,0.037037037037037035,1.722133300886241,3048.3190909090913
2025-08-18,search,1120,31,190202.94,180857.56,799185,20666,8.751454563050421,0.025858843697016336,0.027678571428571427,1.0516725980379256,5834.114838709677
2025-08-19,email,419,24,158591.85,17870.6,363577,4758,3.7559058427910883,0.013086636393391221,0.057279236276849645,8.874455810101509,744.6083333333332
2025-08-19,organic,587,13,51784.86,4670.41,607283,6939,0.6730667243118604,0.011426303716718565,0.022146507666098807,11.087861665249946,359.2623076923077
2025-08-19,paid_social,999,20,124517.58,163884.86,842252,13843,11.838825399118686,0.01643569857952252,0.02002002002002002,0.7597869626272983,8194.242999999999
2025-08-19,referral,255,13,68478.01,39561.92,134660,2588,15.286676970633692,0.019218773206594385,0.050980392156862744,1.7309071450526161,3043.2246153846154
2025-08-19,search,1120,36,213420.35,169214.66,740950,20976,8.06706045003814,0.028309602537283218,0.03214285714285714,1.261240308611559,4700.407222222222
2025-08-20,email,392,19,117471.15,19435.95,279638,4257,4.565644820295983,0.015223252919846372,0.04846938775510204,6.044013799171123,1022.9447368421053
2025-08-20,organic,479,15,90811.57,5088.93,600422,5678,0.8962539626629096,0.009456682133566058,0.031315240083507306,17.84492417856013,339.262
2025-08-20,paid_social,1029,19,130047.5,141428.79,757649,14244,9.929008003369841,0.018800262390632073,0.0184645286686103,0.9195263566915901,7443.62052631579
2025-08-20,referral,271,11,63733.13,40874.729999999996,117961,2595,15.751341040462426,0.021998796212307457,0.04059040590405904,1.5592306053153135,3715.884545454545
2025-08-20,search,1120,42,254914.66,146661.31,780691,21205,6.9163551049280825,0.0271618348360619,0.0375,1.738117980808981,3491.935952380952
2025-08-21,email,344,12,71029.9,15366.23,322818,4455,3.4492098765432098,0.013800345705629798,0.03488372093023256,4.622467579881337,1280.5191666666667
2025-08-21,organic,366,8,29629.76,3464.61,565859,5340,0.6488033707865168,0.00943697988368127,0.02185792349726776,8.55211986341897,433.07625
2025-08-21,paid_social,911,9,65090.479999999996,116277.18,649973,11802,9.852328418912048,0.018157677318904015,0.009879253567508232,0.5597872256619915,12919.686666666666
2025-08-21,referral,137,4,14664.259999999998,27371.05,97948,1943,14.087004632012352,0.019837056397272023,0.029197080291970802,0.5357580363193958,6842.7625
2025-08-21,search,1081,32,204449.28,139741.5,616895,19013,7.349786987850418,0.030820479984438195,0.02960222016651249,1.4630534236429407,4366.921875
2025-08-22,email,188,7,47134.74,15525.51,269065,2469,6.288177399756987,0.009176221359151134,0.03723404255319149,3.0359543744456703,2217.93
2025-08-22,organic,618,6,23813.870000000003,3930.2599999999998,646121,7753,0.5069340900296659,0.01199930044062954,0.009708737864077669,6.059108048831376,655.0433333333333
2025-08-22,paid_social,1002,13,88041.02,142075.41,770880,13921,10.205833632641333,0.018058582399335825,0.012974051896207584,0.6196780991165185,10928.877692307693
2025-08-22,referral,189,5,34492.130000000005,28915.030000000002,120545,2228,12.978020646319571,0.01848272429383218,0.026455026455026454,1.1928789283635535,5783.006
2025-08-22,search,1089,38,284000.63,150545.18,646084,18708,8.047101774641865,0.0289559871471821,0.03489439853076217,1.8864810550560305,3961.7152631578947
2025-08-23,email,225,14,112938.57999999999,12125.38,251067,2323,5.219707275075334,0.00925251028609893,0.06222222222222222,9.314230151962247,866.0985714285714
2025-08-23,organic,835,13,62001.17,5018.55,770204,9920,0.5059022177419356,0.012879704597742936,0.015568862275449102,12.354399179045739,386.0423076923077
2025-08-23,paid_social,923,7,50465.399999999994,142307.6,756713,13852,10.273433439214553,0.018305487020838812,0.007583965330444204,0.35462195975478467,20329.657142857144
2025-08-23,referral,189,4,23654.190000000002,37438.729999999996,101944,2074,18.05146094503375,0.020344502864317663,0.021164021164021163,0.6318106944332782,9359.682499999999
2025-08-23,search,991,27,294758.39,138486.51,619315,15947,8.684173198720764,0.025749416694250907,0.027245206861755803,2.128426732683205,5129.13
2025-08-24,email,312,12,65564.02,17633.16,262198,3347,5.268347774126083,0.01276516220566137,0.038461538461538464,3.7182229390534656,1469.43
2025-08-24,organic,556,5,38740.11,4857.42,752568,6365,0.7631453260015711,0.008457707476267924,0.008992805755395683,7.975449930209865,971.484
2025-08-24,paid_social,901,12,86734.48000000001,124470.12,646401,10314,12.068074461896451,0.01595603967196833,0.013318534961154272,0.6968297290948222,10372.51
2025-08-24,referral,230,8,56399.729999999996,36329.34,134408,2435,14.91964681724846,0.018116481161835604,0.034782608695652174,1.5524567746069706,4541.1675
2025-08-24,search,1120,33,210737.28999999998,160056.88999999998,728669,19608,8.1628360873113,0.02690933743579046,0.029464285714285714,1.3166399147203223,4850.208787878787
2025-08-25,email,273,15,101963.69,15228.18,352709,3654,4.167536945812808,0.01035981503165499,0.054945054945054944,6.695723980147332,1015.212
2025-08-25,organic,413,8,49428.06,2905.34,646817,5716,0.5082820153953814,0.008837120854894043,0.01937046004842615,17.01283154467291,363.1675
2025-08-25,paid_social,598,7,61843.43,113487.51999999999,592295,7460,15.212804289544234,0.012595075089271393,0.011705685618729096,0.5449359541912626,16212.502857142856
2025-08-25,referral,217,6,24122.33,26978.35,141333,3013,8.9539827414537,0.02131844650577006,0.027649769585253458,0.8941365947139096,4496.391666666666
2025-08-25,search,1063,30,197208.03,152950.96,666078,20706,7.386794165942239,0.031086449334762595,0.028222013170272814,1.2893546402062466,5098.365333333333
2025-08-26,email,232,13,66296.64,13942.12,224629,2866,4.864661549197488,0.012758815647133718,0.05603448275862069,4.755133365657446,1072.4707692307693
2025-08-26,organic,474,8,53461.869999999995,4610.32,618813,6433,0.7166671848282294,0.010395709204557757,0.016877637130801686,11.59612998663867,576.29
2025-08-26,paid_social,766,10,77075.96,144285.34,722412,10894,13.244477694143566,0.015080037430164504,0.013054830287206266,0.5341912075059047,14428.534
2025-08-26,referral,216,12,76786.68,25713.64,139911,2872,8.953217270194985,0.02052733523454196,0.05555555555555555,2.9862236540606464,2142.8033333333333
2025-08-26,search,941,29,164026.77,130106.28,572993,14282,9.109808150119031,0.024925260867061202,0.030818278427205102,1.2607137026744597,4486.423448275862
2025-08-27,email,317,11,86731.56,16798.24,273586,3979,4.221724051269163,0.014543872858991322,0.03470031545741325,5.163133756869767,1527.1127272727274
2025-08-27,organic,489,8,71399.72,4706.49,667904,6438,0.7310484622553588,0.009639109812188578,0.016359918200409,15.170481611561907,588.31125
2025-08-27,paid_social,852,13,79834.65,111496.89,599165,10910,10.219696608615948,0.018208673737618187,0.015258215962441314,0.7160258012577749,8576.683846153846
2025-08-27,referral,138,5,32947.54,24856.690000000002,86750,1814,13.702695700110255,0.020910662824207494,0.036231884057971016,1.3254998956015462,4971.338000000001
2025-08-27,search,1002,32,246309.97,120581.28,538481,15371,7.844725782317351,0.028545111155268244,0.031936127744510975,2.0426883012023094,3768.165
2025-08-28,email,347,12,87924.18000000001,17192.97,361920,4539,3.7878321216126905,0.012541445623342175,0.0345821325648415,5.113961113175908,1432.7475000000002
2025-08-28,organic,677,11,70088.19,3835.2799999999997,735729,8158,0.47012503064476585,0.01108832192288193,0.01624815361890694,18.274595335933753,348.66181818181815
2025-08-28,paid_social,915,15,63841.45999999999,135738.88,735289,12332,11.00704508595524,0.016771636730591646,0.01639344262295082,0.47032552500801533,9049.258666666667
2025-08-28,referral,161,6,32789.29,28170.809999999998,123104,2195,12.834082004555807,0.01783045230049389,0.037267080745341616,1.1639455876490596,4695.134999999999
2025-08-28,search,986,26,158262.13,128202.56999999999,546202,15052,8.517311320754716,0.027557570276198182,0.02636916835699797,1.2344692465993468,4930.868076923077
2025-08-29,email,311,13,80855.67000000001,16357.92,321957,3845,4.254335500650195,0.01194258860655305,0.04180064308681672,4.9429065553566724,1258.3015384615385
2025-08-29,organic,437,3,12257.51,4609.6,558140,5808,0.79366391184573,0.01040599132834056,0.006864988558352402,2.659126605345366,1536.5333333333335
2025-08-29,paid_social,841,17,65949.51,119722.24,619547,11039,10.845388169218227,0.017817857240855012,0.020214030915576695,0.5508542940726802,7042.484705882353
2025-08-29,referral,263,8,54190.27,27413.85,134817,2920,9.388304794520547,0.021658989593300548,0.030418250950570342,1.9767478847370945,3426.73125
2025-08-29,search,1030,17,110239.79000000001,132968.49,572967,15210,8.742175542406311,0.026546031446837252,0.01650485436893204,0.8290670218184776,7821.675882352941
2025-08-30,email,315,13,77551.8,19395.76,311032,3728,5.202725321888412,0.011985904987268191,0.04126984126984127,3.99838933870083,1491.9815384615383
2025-08-30,organic,665,9,53877.240000000005,4882.1900000000005,773855,7703,0.6338037128391536,0.009954061161328673,0.013533834586466165,11.035465641443697,542.4655555555556
2025-08-30,paid_social,893,13,57215.03,121651.77,623005,12386,9.821715646697886,0.019881060344620026,0.014557670772676373,0.4703181055236598,9357.828461538462
2025-08-30,referral,231,10,62278.9,29939.260000000002,125698,2543,11.773204876130555,0.02023102992887715,0.04329004329004329,2.0801749943051364,2993.9260000000004
2025-08-30,search,1067,31,189990.88,167068.35,745937,19782,8.445473157415833,0.026519665869905902,0.029053420805998126,1.1372045034262923,5389.301612903226
2025-08-31,email,180,5,39145.68,16801.04,225707,2382,7.053333333333334,0.010553505208079501,0.027777777777777776,2.3299557646431412,3360.208
2025-08-31,organic,552,8,35312.32,4856.02,569730,5855,0.8293800170794193,0.010276797781405228,0.014492753623188406,7.271864613407687,607.0025
2025-08-31,paid_social,1039,18,120974.89,160159.37,834164,15094,10.610797005432621,0.018094763140101947,0.017324350336862367,0.7553406959580323,8897.742777777778
2025-08-31,referral,206,4,21472.95,30803.48,122235,2280,13.510298245614035,0.018652595410479814,0.019417475728155338,0.6970949386238179,7700.87
2025-08-31,search,1120,27,134647.22,168971.71000000002,721261,19752,8.55466332523289,0.027385370899022685,0.024107142857142858,0.796862504380171,6258.211481481482
2025-09-01,email,340,10,63178.29,14378.01,294130,4364,3.2946860678276813,0.014836976846972428,0.029411764705882353,4.394091393732513,1437.801
2025-09-01,organic,579,6,107525.18,4153.4800000000005,616346,7449,0.5575889381124984,0.012085744046363568,0.010362694300518135,25.88797345840114,692.2466666666668
2025-09-01,paid_social,792,10,38008.880000000005,113595.7,591349,10529,10.788840345711844,0.0178050525155196,0.012626262626262626,0.3345978765041283,11359.57
2025-09-01,referral,226,9,66906.29,28778.47,124490,2542,11.321191974822975,0.0204193107880151,0.03982300884955752,2.3248730735164167,3197.6077777777778
2025-09-01,search,1054,31,193198.77,141818.02,642899,20210,7.017220188025729,0.031435730962406226,0.029411764705882353,1.3623005736506546,4574.774838709677
2025-09-02,email,228,7,46775.88,16340.48,241723,2830,5.774021201413428,0.011707615741985661,0.03070175438596491,2.862576864327119,2334.3542857142857
2025-09-02,organic,439,3,11419.87,4636.78,512976,5454,0.8501613494682801,0.010632076354449332,0.00683371298405467,2.4628880386820167,1545.5933333333332
2025-09-02,paid_social,797,9,38753.57,109376.98999999999,563873,9702,11.273653885796742,0.01720600206074772,0.011292346298619825,0.3543119078336312,12152.998888888887
2025-09-02,referral,179,4,46973.299999999996,23761.3,104515,2163,10.985344429033749,0.02069559393388509,0.0223463687150838,1.9768825779734271,5940.325
2025-09-02,search,1056,24,151933.0,142518.58000000002,618712,17442,8.170999885334252,0.02819082222423357,0.022727272727272728,1.0660574922932855,5938.274166666667
2025-09-03,email,159,14,118610.78,16997.65,264109,2496,6.80995592948718,0.009450643484318974,0.0880503144654088,6.978069321347362,1214.1178571428572
2025-09-03,organic,552,4,24575.96,3006.53,573039,6749,0.4454778485701586,0.011777557897455496,0.007246376811594203,8.174194170688468,751.6325
2025-09-03,paid_social,748,10,64755.5,101884.83,553052,9860,10.33314705882353,0.017828341638760913,0.013368983957219251,0.6355754826307312,10188.483
2025-09-03,referral,164,5,42846.5,28687.3,110675,2276,12.604261862917399,0.02056471651231082,0.03048780487804878,1.4935703255447532,5737.46
2025-09-03,search,1046,24,155098.29,154228.91999999998,615210,18760,8.221157782515991,0.03049365257391785,0.022944550669216062,1.0056368805539195,6426.204999999999
2025-09-04,email,255,7,41547.240000000005,15926.91,310447,3106,5.127788151963941,0.010004928377468619,0.027450980392156862,2.60861899765868,2275.272857142857
2025-09-04,organic,562,4,29780.0,4076.44,703624,6858,0.5944065325167688,0.009746682887451253,0.0071174377224199285,7.305393922147756,1019.11
2025-09-04,paid_social,830,14,72545.92,114340.73999999999,600259,10952,10.440169831994156,0.01824545737756535,0.016867469879518072,0.6344713179222035,8167.195714285714
2025-09-04,referral,181,3,20271.969999999998,29603.43,120364,2491,11.884154957848255,0.020695556811006613,0.016574585635359115,0.684784499633995,9867.81
2025-09-04,search,893,30,187850.52,138165.52,602546,16937,8.157614689732538,0.028109057233804555,0.0335946248600224,1.359604914453331,4605.517333333333
2025-09-05,email,231,7,36270.28,17442.2,294936,2939,5.934739707383464,0.009964873735318848,0.030303030303030304,2.0794555732648403,2491.7428571428572
2025-09-05,organic,523,7,37324.33,5035.7,704358,6924,0.7272819179664933,0.009830228378182685,0.01338432122370937,7.41194471473678,719.3857142857142
2025-09-05,paid_social,747,12,72056.23,111684.77,588514,9205,12.133054861488322,0.015641089251912443,0.01606425702811245,0.6451750762436095,9307.064166666667
2025-09-05,referral,166,5,40360.759999999995,31389.22,113405,2057,15.259708313077297,0.01813853004717605,0.030120481927710843,1.285815958472367,6277.844
2025-09-05,search,1044,31,216123.85,143516.35,675022,19657,7.301030167370403,0.029120532367833938,0.029693486590038315,1.5059179668379248,4629.5596774193555
2025-09-06,email,279,12,69965.92000000001,16996.15,233215,2937,5.786908409942118,0.012593529575713398,0.043010752688172046,4.116574636020511,1416.3458333333335
2025-09-06,organic,597,6,31558.010000000002,4319.55,812115,7414,0.5826207175613705,0.009129248936419103,0.010050251256281407,7.305855934067206,719.9250000000001
2025-09-06,paid_social,1006,10,49659.740000000005,145436.78,742390,12432,11.69858268983269,0.016745915219763197,0.009940357852882704,0.34145241664453796,14543.678
2025-09-06,referral,188,3,29376.22,30039.22,93179,2268,13.244805996472664,0.024340248339218065,0.015957446808510637,0.9779288543444205,10013.073333333334
2025-09-06,search,1120,20,172512.64,174477.51,772467,20736,8.414231770833334,0.026843865174823,0.017857142857142856,0.9887385485957474,8723.8755
2025-09-07,email,460,15,93466.48,18810.88,333827,4611,4.079566254608545,0.013812543622894493,0.03260869565217391,4.968745747142079,1254.0586666666668
2025-09-07,organic,741,13,54485.64,5069.3,706358,7955,0.6372470144563168,0.011261994625954544,0.017543859649122806,10.74815852287298,389.94615384615383
2025-09-07,paid_social,1120,15,92914.17,169294.54,903603,18002,9.404207310298856,0.01992246595020158,0.013392857142857142,0.5488314626094852,11286.302666666666
2025-09-07,referral,171,3,20437.5,29532.27,106055,2165,13.640771362586605,0.020413936165197304,0.017543859649122806,0.6920395892357749,9844.09
2025-09-07,search,1120,35,238933.59,169562.49,745803,21909,7.739398877173763,0.02937639028000692,0.03125,1.4091181958934433,4844.6425714285715
2025-09-08,email,255,13,131996.22,16621.55,301797,3346,4.967588164973102,0.011086922666560636,0.050980392156862744,7.94127021848143,1278.5807692307692
2025-09-08,organic,584,8,66367.53,4542.88,636122,7388,0.6148998375744451,0.011614124334640211,0.0136986301369863,14.60913121191843,567.86
2025-09-08,paid_social,870,12,79402.76999999999,117337.32,652517,11053,10.615879851623994,0.01693902227834677,0.013793103448275862,0.6767051608132859,9778.11
2025-09-08,referral,129,6,116066.20999999999,28730.53,86422,1660,17.307548192771083,0.01920807201869894,0.046511627906976744,4.039821402528947,4788.421666666666
2025-09-08,search,1012,30,185118.41,150271.73,683052,19932,7.539219847481437,0.029180794434391526,0.029644268774703556,1.2318911215036918,5009.057666666667
2025-09-09,email,269,18,96453.55000000002,14928.94,267687,3046,4.901162179908076,0.011378961249519029,0.06691449814126393,6.460843837539706,829.3855555555556
2025-09-09,organic,493,6,48917.54,4001.8,617302,6429,0.6224607248405662,0.010414675474889114,0.012170385395537525,12.223884252086561,666.9666666666667
2025-09-09,paid_social,837,11,74441.67,126728.16,644620,11698,10.833318515985638,0.018147125438242685,0.013142174432497013,0.5874122215614903,11520.74181818182
2025-09-09,referral,181,4,20723.88,27668.95,116364,2145,12.89927738927739,0.018433536145199547,0.022099447513812154,0.748994089042049,6917.2375
2025-09-09,search,983,28,159747.67,138955.38,604678,19397,7.163756250966644,0.03207823006625014,0.028484231943031537,1.149632853366311,4962.692142857143
2025-09-10,email,317,13,64414.56,14351.99,281745,3423,4.192810400233713,0.012149283926955225,0.04100946372239748,4.488197107160749,1103.9992307692307
2025-09-10,organic,473,9,81305.39,3406.33,599840,5641,0.6038521538734267,0.009404174446519071,0.019027484143763214,23.86891170262423,378.4811111111111
2025-09-10,paid_social,850,17,102990.5,109178.94,557335,10431,10.466775956284152,0.018715853122448795,0.02,0.9433183725725859,6422.290588235294
2025-09-10,referral,217,4,29218.71,28756.52,131045,2864,10.040684357541899,0.021855087946888473,0.018433179723502304,1.0160725289430015,7189.13
2025-09-10,search,932,39,281658.97000000003,149171.13,646086,15384,9.696511310452419,0.023811071591088494,0.04184549356223176,1.8881600615346952,3824.900769230769
2025-09-11,email,345,20,155421.05000000002,17255.36,321436,4303,4.01007669068092,0.01338680172724897,0.057971014492753624,9.00711720879773,862.768
2025-09-11,organic,522,13,68030.93,4174.46,637056,6200,0.6733,0.00973226843480008,0.02490421455938697,16.296941400803934,321.1123076923077
2025-09-11,paid_social,874,22,121488.1,112581.81,611054,10828,10.39728574067233,0.017720201487920872,0.02517162471395881,1.079109493798332,5117.355
2025-09-11,referral,224,8,59644.97,31668.16,134162,2725,11.621343119266054,0.02031126548501066,0.03571428571428571,1.883436549518507,3958.52
2025-09-11,search,864,26,152804.19,149228.76,630198,14604,10.21834839769926,0.02317366922776651,0.03009259259259259,1.0239593895975547,5739.567692307693
2025-09-12,email,328,17,115638.14,18542.67,268827,3685,5.031932157394843,0.013707700491394094,0.051829268292682924,6.23632626800779,1090.745294117647
2025-09-12,organic,549,4,17245.32,4477.57,708960,6198,0.7224217489512745,0.008742383209207854,0.007285974499089253,3.851490875631202,1119.3925
2025-09-12,paid_social,1046,20,119241.62,143337.99,801528,15474,9.263150445909266,0.019305626253855138,0.019120458891013385,0.8318912522772226,7166.8994999999995
2025-09-12,referral,210,5,39481.82,29140.3,111351,2127,13.700188058298073,0.0191017593016677,0.023809523809523808,1.3548872180451128,5828.0599999999995
2025-09-12,search,1114,30,234711.66,157101.89,652736,16603,9.462259230259592,0.025436010883419943,0.026929982046678635,1.494009142728964,5236.729666666667
2025-09-13,email,416,19,192920.71,17601.170000000002,344916,4798,3.668438932888704,0.013910633313618389,0.04567307692307692,10.960675341468775,926.3773684210528
2025-09-13,organic,639,10,74455.68,4675.28,779302,8044,0.5812133267031327,0.010322057430880455,0.01564945226917058,15.925394842661829,467.52799999999996
2025-09-13,paid_social,823,9,49118.09,134767.51,702342,10754,12.53184954435559,0.01531162880761794,0.010935601458080195,0.3644653670606513,14974.167777777779
2025-09-13,referral,204,6,40214.93,32228.850000000002,112928,2460,13.101158536585366,0.02178379144233494,0.029411764705882353,1.2477928936341196,5371.475
2025-09-13,search,1100,34,249178.40999999997,152510.01,648269,19346,7.883283882973225,0.02984254992911893,0.03090909090909091,1.6338495420726806,4485.588529411765
2025-09-14,email,326,11,68796.33,18980.7,323741,3531,5.3754460492778255,0.010906866909041487,0.03374233128834356,3.6245412445273355,1725.5181818181818
2025-09-14,organic,551,9,64589.97,4697.92,650937,6513,0.7213142944879471,0.010005576576535056,0.016333938294010888,13.748631309175124,521.9911111111111
2025-09-14,paid_social,899,13,62920.32,135982.34,729249,11993,11.338475777536896,0.016445685904265896,0.014460511679644048,0.4627094959536658,10460.18
2025-09-14,referral,160,4,18925.059999999998,32576.52,97315,1763,18.477889960294952,0.01811642603915121,0.025,0.5809417334939397,8144.13
2025-09-14,search,1075,30,200519.77,171608.1,716571,21664,7.921348781388478,0.030232872946295623,0.027906976744186046,1.1684749729179449,5720.27
2025-09-15,email,305,15,114561.20999999999,16136.86,361572,3723,4.33437013161429,0.010296704390826724,0.04918032786885246,7.099349563669759,1075.7906666666668
2025-09-15,organic,510,11,54531.89,3539.46,652533,6980,0.5070859598853868,0.010696777021238772,0.021568627450980392,15.406838896328818,321.7690909090909
2025-09-15,paid_social,979,13,71207.59,137664.59,728733,14106,9.759293208563731,0.019356883796946205,0.013278855975485188,0.5172542191132811,10589.583846153846
2025-09-15,referral,188,9,55562.45,28071.73,121813,2383,11.779995803608896,0.019562772446290625,0.047872340425531915,1.9793026649942842,3119.081111111111
2025-09-15,search,1092,31,237382.32,173536.97999999998,731749,22655,7.6599858750827625,0.030960069641366095,0.028388278388278388,1.367906252603912,5597.967096774193
2025-09-16,email,171,5,37461.810000000005,16811.3,223597,2236,7.518470483005366,0.010000134169957558,0.029239766081871343,2.228370798213107,3362.2599999999998
2025-09-16,organic,536,11,68557.89,4422.36,583792,6353,0.6961057767983629,0.010882300545399732,0.020522388059701493,15.502557458008846,402.03272727272724
2025-09-16,paid_social,849,11,58457.41,124588.05,650937,12632,9.862891861937936,0.019405871843204487,0.012956419316843345,0.46920559395543954,11326.186363636363
2025-09-16,referral,200,7,37179.26,29974.54,138651,2705,11.081160813308689,0.019509415727257645,0.035,1.2403613199735508,4282.077142857143
2025-09-16,search,1089,27,162823.91,140832.38,629950,18346,7.676462444129511,0.029122946265576634,0.024793388429752067,1.1561539327816515,5216.014074074074
2025-09-17,email,279,14,83154.43,16191.94,307381,3176,5.098217884130983,0.01033245386019305,0.05017921146953405,5.135544598114864,1156.567142857143
2025-09-17,organic,580,7,37638.48,3931.7,568424,6958,0.5650617993676343,0.012240862454787272,0.01206896551724138,9.573080346923724,561.6714285714286
2025-09-17,paid_social,948,9,57387.09,106389.86,631726,11012,9.66126589175445,0.017431608007268975,0.00949367088607595,0.5394037552074982,11821.095555555556
2025-09-17,referral,294,13,96120.97,28057.54,145903,3353,8.367891440501044,0.022981021637663378,0.04421768707482993,3.4258516605518516,2158.2723076923075
2025-09-17,search,1050,27,170054.29,145887.35,638103,19153,7.616945126089908,0.03001553040810026,0.025714285714285714,1.1656548014615387,5403.235185185185
