order_id,session_id,user_id,order_ts,gross_amount,discount_amount,shipping_amount,net_amount
O00004314,S00144845,U000909,2025-08-10T18:07:19,11657.24,443.21,0.0,11214.03
O00004315,S00144859,U001042,2025-08-10T18:07:49,11502.03,419.35,0.0,11082.68
O00004316,S00144911,U000673,2025-08-11T11:46:02,7514.24,929.85,0.0,6584.39
O00004317,S00144933,,2025-08-11T17:11:36,10078.6,1100.1,0.0,8978.5
O00004318,S00144972,U002179,2025-08-11T14:33:37,4150.88,583.62,0.0,3567.26
O00004319,S00144973,U000995,2025-08-12T00:02:36,8052.83,851.76,0.0,7201.07
O00004320,S00145020,U000616,2025-08-11T21:14:30,12861.07,1662.63,0.0,99419.3
O00004321,S00145055,,2025-08-12T03:13:18,7944.85,329.45,0.0,7615.4
O00004322,S00145064,U001055,2025-08-12T21:22:31,985.75,60.06,108.16,1033.85
O00004323,S00145107,U000866,2025-08-12T06:25:46,9519.27,588.0,0.0,8931.27
O00004324,S00145140,U000848,2025-08-12T11:25:39,21681.75,346.54,0.0,21335.21
O00004325,S00145155,U002032,2025-08-12T01:58:36,12960.11,388.69,0.0,12571.42
O00004326,S00145210,U001294,2025-08-13T08:02:48,15307.86,1805.33,0.0,13502.53
O00004327,S00145213,U002346,2025-08-13T09:24:25,5767.04,844.1,0.0,4922.94
O00004328,S00145216,U001027,2025-08-13T06:28:39,4358.57,549.01,0.0,3809.56
O00004329,S00145243,U000110,2025-08-13T02:06:36,5934.43,616.24,0.0,5318.19
O00004330,S00145258,,2025-08-13T13:20:53,847.9,89.81,35.32,793.41
O00004331,S00145263,U000548,2025-08-13T09:04:23,3306.33,270.12,0.0,3036.21
O00004332,S00145284,U002121,2025-08-13T11:23:14,8322.84,654.44,0.0,7668.4
O00004333,S00145304,U002363,2025-08-14T11:23:59,2389.11,256.64,0.0,2132.47
O00004334,S00145373,U002054,2025-08-14T03:58:14,7431.04,651.04,0.0,6780.0
O00004335,S00145383,U002551,2025-08-14T04:48:57,13644.87,1181.77,0.0,12463.1
O00004336,S00145393,U001904,2025-08-14T07:02:25,6058.06,622.09,0.0,5435.97
O00004337,S00145397,U001316,2025-08-14T15:45:17,2864.05,201.8,0.0,2662.25
O00004338,S00145401,,2025-08-14T08:17:41,4318.97,446.81,0.0,3872.16
O00004339,S00145430,U000631,2025-08-14T09:28:25,7101.58,493.77,0.0,6607.81
O00004340,S00145495,U000438,2025-08-15T19:37:42,8649.48,874.34,0.0,7775.14
O00004341,S00145496,U000692,2025-08-15T00:56:00,6467.96,781.67,0.0,5686.29
O00004342,S00145501,U001145,2025-08-15T12:49:35,1366.37,215.83,117.72,1268.26
O00004343,S00145523,,2025-08-15T02:22:08,7211.43,675.76,0.0,6535.67
O00004344,S00145553,U000458,2025-08-15T22:15:20,10897.6,1423.97,0.0,9473.63
O00004345,S00145560,U002520,2025-08-15T05:09:21,4728.85,426.73,0.0,4302.12
O00004346,S00145610,U001990,2025-08-16T03:12:59,1568.2,198.1,60.06,1430.16
O00004347,S00145647,U001500,2025-08-16T23:20:27,4838.05,752.05,0.0,4086.0
O00004348,S00145672,U001032,2025-08-16T17:38:03,8757.81,1002.28,0.0,7755.53
O00004349,S00145729,U002336,2025-08-17T01:27:54,8446.47,1017.59,0.0,7428.88
O00004350,S00145756,U002123,2025-08-17T09:55:13,3998.53,492.34,0.0,3506.19
O00004351,S00145849,U000933,2025-08-17T10:20:51,10673.9,1443.5,0.0,9230.4
O00004352,S00145851,,2025-08-17T10:58:54,10411.44,1135.27,0.0,9276.17
O00004353,S00145871,U001245,2025-08-18T22:03:25,1541.5,130.15,66.71,1478.06
O00004354,S00145937,U001949,2025-08-18T01:47:29,5897.24,657.71,0.0,5239.53
O00004355,S00145970,U000596,2025-08-18T12:10:17,13661.97,2013.35,0.0,11648.62
O00004356,S00146027,U001804,2025-08-19T23:45:00,1606.59,154.13,55.37,1507.83
O00004357,S00146032,U001188,2025-08-19T18:22:13,4068.51,526.57,0.0,3541.94
O00004358,S00146069,U000205,2025-08-19T17:24:41,6289.88,820.99,0.0,5468.89
O00004359,S00146078,U000087,2025-08-19T02:04:40,18640.09,1640.08,0.0,17000.01
O00004360,S00146098,U002182,2025-08-19T22:16:24,1449.82,179.52,98.33,1368.63
O00004361,S00146153,U002524,2025-08-20T21:59:39,7251.09,752.87,0.0,6498.22
O00004362,S00146216,U000909,2025-08-20T18:34:16,12257.65,1032.01,0.0,11225.64
O00004363,S00146250,U000250,2025-08-20T00:20:28,2356.27,309.86,0.0,2046.41
O00004364,S00146259,U001145,2025-08-20T12:07:31,4961.43,536.48,0.0,4424.95
O00004365,S00146272,,2025-08-20T04:29:04,12229.24,1291.45,0.0,10937.79
O00004366,S00146281,U001316,2025-08-21T12:00:25,12500.52,372.12,0.0,12128.4
O00004367,S00146314,U001518,2025-08-21T12:28:32,2618.31,231.87,0.0,2386.44
O00004368,S00146326,U000262,2025-08-21T18:52:11,8335.85,113.6,0.0,8222.25
O00004369,S00146382,U001456,2025-08-22T08:21:48,8002.04,529.37,0.0,7472.67
O00004370,S00146397,U000122,2025-08-22T01:50:17,17516.22,230.83,0.0,17285.39
O00004371,S00146419,U000410,2025-08-22T13:11:33,5549.41,311.98,0.0,5237.43
O00004372,S00146453,U001200,2025-08-22T00:45:22,7545.91,612.53,0.0,6933.38
O00004373,S00146493,U001822,2025-08-22T13:43:49,13108.56,942.11,0.0,12166.45
O00004374,S00146497,,2025-08-22T17:39:24,1366.47,72.47,75.21,1369.21
O00004375,S00146502,U002198,2025-08-22T23:01:37,2184.67,158.2,0.0,2026.47
O00004376,S00146700,,2025-08-24T02:03:42,13485.81,463.84,0.0,13021.97
O00004377,S00146705,U000085,2025-08-24T19:16:18,3308.32,70.92,0.0,3237.4
O00004378,S00146751,U000954,2025-08-24T15:37:58,766.79,19.6,98.25,845.44
O00004379,S00146765,U001618,2025-08-24T16:06:42,14019.38,728.17,0.0,13291.21
O00004380,S00146812,U000534,2025-08-25T00:51:31,10593.1,553.86,0.0,10039.24
O00004381,S00146835,U000444,2025-08-25T15:30:24,5790.88,269.48,0.0,5521.4
O00004382,S00146894,U002445,2025-08-25T19:56:57,6927.64,350.91,0.0,6576.73
O00004383,S00146921,U002487,2025-08-25T17:12:42,7198.51,484.45,0.0,6714.06
O00004384,S00146928,,2025-08-25T07:22:54,8386.38,513.94,0.0,7872.44
O00004385,S00146989,U002380,2025-08-26T21:56:33,11066.92,1120.11,0.0,9946.81
O00004386,S00147050,U002060,2025-08-26T04:07:21,5905.89,425.8,0.0,5480.09
O00004387,S00147064,U000130,2025-08-26T21:30:30,12351.78,640.17,0.0,11711.61
O00004388,S00147137,U001873,2025-08-27T22:00:45,11971.93,72.78,0.0,11899.15
O00004389,S00147149,U000107,2025-08-27T09:10:59,3920.95,191.76,0.0,3729.19
O00004390,S00147161,U001676,2025-08-27T08:22:21,5792.91,317.88,0.0,5475.03
O00004391,S00147176,U001829,2025-08-27T09:21:05,12397.77,991.61,0.0,11406.16
O00004392,S00147182,U000832,2025-08-27T10:58:53,9545.33,554.95,0.0,8990.38
O00004393,S00147199,,2025-08-27T02:34:33,6404.73,378.82,0.0,6025.91
O00004394,S00147208,U000072,2025-08-27T23:19:27,9631.5,421.45,0.0,9210.05
O00004395,S00147212,U001223,2025-08-27T07:00:52,10372.51,709.21,0.0,9663.3
O00004396,S00147249,,2025-08-28T14:03:25,2997.27,177.85,0.0,2819.42
O00004397,S00147257,U001517,2025-08-28T15:05:19,10054.69,571.5,0.0,9483.19
O00004398,S00147265,U002008,2025-08-28T02:10:32,4608.91,188.41,0.0,4420.5
O00004399,S00147285,U000197,2025-08-28T19:38:59,6772.34,412.17,0.0,6360.17
O00004400,S00147307,,2025-08-28T11:19:04,7975.29,534.64,0.0,7440.65
O00004401,S00147352,U002383,2025-08-29T10:09:14,9103.86,343.95,0.0,8759.91
O00004402,S00147512,U002200,2025-08-30T09:36:18,4608.26,205.17,0.0,4403.09
O00004403,S00147612,U000698,2025-08-31T02:22:38,6394.06,142.94,0.0,6251.12
O00004404,S00147626,U000213,2025-08-31T21:48:15,3900.64,88.87,0.0,3811.77
O00004405,S00147645,U000020,2025-08-31T13:53:00,7958.66,222.78,0.0,7735.88
O00004406,S00147687,,2025-08-31T09:26:43,4982.94,313.04,0.0,4669.9
O00004407,S00147767,U001566,2025-09-01T14:55:07,15808.75,745.85,0.0,15062.9
O00004408,S00147826,U001565,2025-09-01T00:06:47,8600.82,540.04,0.0,8060.78
O00004409,S00147872,U001963,2025-09-02T04:16:40,15076.56,794.66,0.0,14281.9
O00004410,S00147885,U001317,2025-09-02T20:25:03,6254.05,212.07,0.0,6041.98
O00004411,S00148051,U001081,2025-09-03T01:54:18,6386.73,495.74,0.0,5890.99
O00004412,S00148085,,2025-09-03T13:13:29,9251.41,376.73,0.0,8874.68
O00004413,S00148187,U000745,2025-09-04T18:34:16,4299.83,67.05,0.0,4232.78
O00004414,S00148234,U000050,2025-09-04T21:50:06,2183.3,95.01,0.0,2088.29
O00004415,S00148248,U000069,2025-09-04T10:05:58,4955.15,381.15,0.0,4574.0
O00004416,S00148253,U000659,2025-09-04T16:29:09,7718.73,383.21,0.0,7335.52
O00004417,S00148254,U000866,2025-09-04T12:25:10,6872.71,482.82,0.0,6389.89
O00004418,S00148264,U002365,2025-09-04T09:13:05,7714.48,406.53,0.0,7307.95
O00004419,S00148336,U002339,2025-09-05T13:49:44,11316.3,582.15,0.0,10734.15
O00004420,S00148370,U001726,2025-09-05T11:44:59,4997.6,225.62,0.0,4771.98
O00004421,S00148373,U000258,2025-09-05T03:53:09,4955.36,199.19,0.0,4756.17
O00004422,S00148392,U000623,2025-09-05T11:41:59,949.2,52.25,39.72,936.67
O00004423,S00148396,U001201,2025-09-05T02:30:50,7981.94,329.83,0.0,7652.11
O00004424,S00148410,U002441,2025-09-05T22:14:19,5429.71,257.23,0.0,5172.48
O00004425,S00148436,U002253,2025-09-06T19:49:24,9805.46,545.56,0.0,9259.9
O00004426,S00148497,U001057,2025-09-06T22:37:31,22836.68,1030.15,0.0,21806.53
O00004427,S00148596,U001718,2025-09-07T07:37:33,16041.73,107.12,0.0,15934.61
O00004428,S00148609,U001981,2025-09-07T09:44:07,9273.88,461.15,0.0,8812.73
O00004429,S00148653,U001105,2025-09-07T10:36:21,9467.03,559.22,0.0,8907.81
O00004430,S00148708,U000646,2025-09-07T01:25:38,2300.38,154.41,0.0,2145.97
O00004431,S00148745,U000956,2025-09-08T12:58:28,17219.85,787.25,0.0,16432.6
O00004432,S00148765,U001247,2025-09-09T00:13:43,6081.85,127.81,0.0,5954.04
O00004433,S00148800,U002357,2025-09-08T05:06:11,2062.37,92.49,0.0,1969.88
O00004434,S00148810,U001895,2025-09-08T22:04:33,15901.75,850.0,0.0,15051.75
O00004435,S00148827,,2025-09-08T06:05:15,7207.4,160.99,0.0,7046.41
O00004436,S00148859,,2025-09-09T14:39:17,2083.49,170.31,0.0,1913.18
O00004437,S00148963,U002209,2025-09-09T06:26:06,9720.27,176.1,0.0,9544.17
O00004438,S00149103,U001963,2025-09-10T08:38:39,4421.02,328.46,0.0,4092.56
O00004439,S00149116,U000203,2025-09-11T01:44:41,21021.68,1207.11,0.0,19814.57
O00004440,S00149308,U000543,2025-09-12T08:00:50,9294.55,369.23,0.0,8925.32
O00004441,S00149329,U000015,2025-09-13T02:21:49,10330.92,738.0,0.0,9592.92
O00004442,S00149344,U001932,2025-09-13T11:05:10,9481.19,601.12,0.0,8880.07
O00004443,S00149433,U000403,2025-09-13T07:40:43,11423.8,843.38,0.0,10580.42
O00004444,S00149527,U002569,2025-09-14T15:31:51,3602.91,272.07,0.0,3330.84
O00004445,S00149571,U001816,2025-09-14T21:46:28,1423.83,63.1,83.13,1443.86
O00004446,S00149582,U002533,2025-09-14T19:13:04,7506.8,415.93,0.0,7090.87
O00004447,S00149583,U000494,2025-09-14T22:33:20,10477.81,463.63,0.0,10014.18
O00004448,S00149623,U002441,2025-09-15T11:47:00,11139.26,271.09,0.0,10868.17
O00004449,S00149638,U000087,2025-09-15T17:45:01,571.27,31.07,66.28,606.48
O00004450,S00149656,U001849,2025-09-15T16:23:28,13505.4,628.51,0.0,12876.89
O00004451,S00149658,U001137,2025-09-15T12:55:07,2218.42,37.8,0.0,2180.62
O00004452,S00149699,U001443,2025-09-15T10:26:24,2169.25,132.13,0.0,2037.12
O00004453,S00149701,U000464,2025-09-15T12:52:11,15592.37,312.46,0.0,15279.91
O00004454,S00149709,,2025-09-15T04:21:51,5400.32,95.86,0.0,5304.46
O00004455,S00149718,,2025-09-16T05:31:22,7232.04,289.27,0.0,6942.77
O00004456,S00149722,,2025-09-16T07:56:34,4181.15,101.26,0.0,4079.89
O00004457,S00149757,U000211,2025-09-16T15:24:19,9190.09,644.47,0.0,8545.62
O00004458,S00149768,,2025-09-16T12:45:20,3641.22,75.3,0.0,3565.92
O00004459,S00149827,U001903,2025-09-16T17:13:46,3449.12,168.7,0.0,3280.42
O00004460,S00149854,,2025-09-16T04:45:10,6995.68,444.75,0.0,6550.93
O00004461,S00149914,U001492,2025-09-17T10:19:51,5679.23,437.89,0.0,5241.34
O00004462,S00149940,U001205,2025-09-18T16:56:03,11305.78,133.1,0.0,11172.68
O00004463,S00149950,U000424,2025-09-18T05:06:05,12141.64,613.68,0.0,11527.96
O00004464,S00149997,U000779,2025-09-18T11:58:32,3449.12,176.21,0.0,3272.91
O00004465,S00150001,U002098,2025-09-18T07:44:31,994.17,72.92,50.26,971.51
O00004466,S00150041,U002220,2025-09-18T19:48:38,7209.92,1.18,0.0,7208.74
O00004467,S00150068,U000500,2025-09-19T11:29:27,2609.5,207.15,0.0,2402.35
O00004468,S00150073,U000922,2025-09-19T19:04:23,1918.81,37.23,111.71,1993.29
O00004469,S00150166,U001964,2025-09-19T13:15:01,2760.14,32.04,0.0,2728.1
O00004470,S00150202,U001436,2025-09-19T14:54:10,7230.86,344.19,0.0,6886.67
O00004471,S00150230,U000119,2025-09-20T23:26:32,6944.99,313.53,0.0,6631.46
O00004472,S00150243,U001327,2025-09-20T00:58:08,12540.58,851.83,0.0,11688.75
O00004473,S00150346,U002096,2025-09-20T23:58:25,7255.52,391.49,0.0,6864.03
O00004474,S00150348,U001725,2025-09-21T05:33:35,3984.54,74.14,0.0,3910.4
O00004475,S00150475,U000763,2025-09-21T16:32:37,1369.41,41.78,72.19,1399.82
O00004476,S00150488,U002022,2025-09-22T05:12:48,5376.67,192.89,0.0,5183.78
O00004477,S00150531,U000528,2025-09-22T18:22:35,5609.48,464.52,0.0,5144.96
O00004478,S00150602,U000792,2025-09-22T07:23:40,8176.47,327.27,0.0,7849.2
O00004479,S00150609,U001074,2025-09-22T19:53:31,6527.75,198.85,0.0,6328.9
O00004480,S00150657,,2025-09-23T03:55:06,5378.34,342.66,0.0,5035.68
O00004481,S00150688,U001000,2025-09-23T14:45:22,2476.56,162.84,0.0,2313.72
O00004482,S00150697,,2025-09-23T22:28:17,1102.77,68.3,79.95,1114.42
O00004483,S00150768,U002168,2025-09-24T23:05:51,10859.04,441.13,0.0,10417.91
O00004484,S00150819,U002267,2025-09-24T05:12:52,7006.56,282.25,0.0,6724.31
O00004485,S00150823,U002393,2025-09-25T00:00:03,10536.79,614.49,0.0,9922.3
O00004486,S00150849,,2025-09-24T17:24:30,5178.75,177.55,0.0,5001.2
O00004487,S00150855,U001309,2025-09-24T03:23:53,4287.6,74.11,0.0,4213.49
O00004488,S00150879,U002255,2025-09-24T14:06:48,6452.47,206.28,0.0,6246.19
O00004489,S00150916,U001069,2025-09-25T05:40:30,5573.78,345.35,0.0,5228.43
O00004490,S00150959,U002356,2025-09-26T21:27:13,11180.51,692.91,0.0,10487.6
O00004491,S00150980,U001844,2025-09-26T22:24:18,3169.68,182.83,0.0,2986.85
O00004492,S00150982,U002499,2025-09-26T16:25:22,7805.94,189.61,0.0,7616.33
O00004493,S00151015,U001283,2025-09-26T03:40:55,6593.03,415.72,0.0,6177.31
O00004494,S00151096,U002265,2025-09-27T01:27:51,12666.3,777.08,0.0,11889.22
O00004495,S00151119,U000565,2025-09-27T13:05:29,3386.17,242.53,0.0,3143.64
O00004496,S00151144,,2025-09-27T09:38:42,4899.53,194.89,0.0,4704.64
O00004497,S00151202,U002219,2025-09-27T03:19:02,3621.3,306.01,0.0,3315.29
O00004498,S00151278,U000500,2025-09-28T19:58:05,10605.17,461.03,0.0,10144.14
O00004499,S00151301,U001678,2025-09-28T18:33:47,8673.75,655.89,0.0,8017.86
O00004500,S00151304,U001541,2025-09-28T08:49:46,3674.29,99.67,0.0,3574.62
O00004501,S00151423,U000007,2025-09-29T05:36:04,4923.87,252.92,0.0,4670.95
O00004502,S00151522,U001626,2025-09-30T19:01:01,4185.5,126.67,0.0,4058.83
O00004503,S00151563,,2025-09-30T21:53:44,7526.0,647.18,0.0,6878.82
O00004504,S00151580,U000390,2025-09-30T21:44:45,6655.64,490.37,0.0,6165.27
O00004505,S00151587,U001146,2025-09-30T22:02:32,4838.05,219.61,0.0,4618.44
O00004506,S00151595,,2025-09-30T20:08:06,4619.86,148.16,0.0,4471.7
O00004507,S00151659,U001885,2025-10-01T13:15:50,6675.22,391.97,0.0,6283.25
O00004508,S00151682,U002472,2025-10-01T18:07:52,9597.89,561.79,0.0,9036.1
O00004509,S00151684,U002089,2025-10-01T18:41:51,3510.38,250.8,0.0,3259.58
O00004510,S00151689,U002061,2025-10-01T01:48:23,6320.99,298.44,0.0,6022.55
O00004511,S00151716,U002200,2025-10-01T05:28:41,2523.22,107.36,0.0,2415.86
O00004512,S00151737,U001579,2025-10-02T15:37:36,6217.16,215.77,0.0,6001.39
O00004513,S00151767,U000484,2025-10-02T13:43:02,7186.6,362.66,0.0,6823.94
O00004514,S00151797,U001742,2025-10-02T15:39:55,1673.01,79.57,65.38,1658.82
O00004515,S00151818,U000391,2025-10-02T02:09:48,15845.93,669.78,0.0,15176.15
O00004516,S00151820,,2025-10-02T22:25:20,2464.53,159.27,0.0,2305.26
O00004517,S00151829,U001604,2025-10-02T15:41:33,1713.82,66.71,107.77,1754.88
O00004518,S00151836,U000257,2025-10-02T03:45:00,1347.65,69.06,67.37,1345.96
O00004519,S00151901,U002017,2025-10-03T16:42:52,7178.35,526.94,0.0,6651.41
O00004520,S00151911,U001450,2025-10-03T01:54:48,16410.21,1058.83,0.0,15351.38
O00004521,S00151942,U000846,2025-10-04T00:04:02,7669.05,367.57,0.0,7301.48
O00004522,S00151996,U000480,2025-10-03T13:20:23,6514.91,340.11,0.0,6174.8
O00004523,S00152036,U002103,2025-10-04T22:07:20,8441.96,370.62,0.0,8071.34
O00004524,S00152085,U001703,2025-10-04T02:52:27,24236.17,1464.99,0.0,22771.18
O00004525,S00152113,U001918,2025-10-04T16:24:07,1790.43,110.12,39.84,1720.15
O00004526,S00152120,U000386,2025-10-04T20:30:05,7952.15,523.42,0.0,7428.73
O00004527,S00152160,U002571,2025-10-05T02:58:11,5465.31,248.13,0.0,5217.18
O00004528,S00152206,,2025-10-05T13:56:01,4773.75,314.49,0.0,4459.26
O00004529,S00152210,U001443,2025-10-05T01:23:03,5752.11,339.19,0.0,5412.92
O00004530,S00152233,U002360,2025-10-05T06:46:47,9103.48,310.89,0.0,8792.59
O00004531,S00152294,U000279,2025-10-06T01:36:05,13764.49,788.09,0.0,12976.4
O00004532,S00152319,U000634,2025-10-06T10:07:21,5016.43,334.51,0.0,4681.92
O00004533,S00152356,U000071,2025-10-06T01:18:11,5903.98,383.26,0.0,5520.72
O00004534,S00152374,U001538,2025-10-06T03:16:08,3589.69,198.05,0.0,3391.64
O00004535,S00152379,U002227,2025-10-06T15:54:45,5638.74,245.9,0.0,5392.84
O00004536,S00152398,U001038,2025-10-06T14:49:49,5781.1,434.25,0.0,5346.85
O00004537,S00152427,U002600,2025-10-06T17:14:56,13157.7,659.2,0.0,12498.5
O00004538,S00152431,U002338,2025-10-07T10:47:52,2187.28,257.99,0.0,1929.29
O00004539,S00152483,U000661,2025-10-07T03:37:57,5679.23,448.16,0.0,5231.07
O00004540,S00152484,U002468,2025-10-07T02:33:14,3891.51,351.58,0.0,3539.93
O00004541,S00152485,U001221,2025-10-07T12:43:44,4067.5,491.68,0.0,3575.82
O00004542,S00152526,U000250,2025-10-07T03:57:07,2401.22,335.69,0.0,2065.53
O00004543,S00152527,U000425,2025-10-07T18:46:35,11629.93,1694.13,0.0,9935.8
O00004544,S00152528,U001173,2025-10-07T13:56:48,6861.81,873.76,0.0,5988.05
O00004545,S00152558,,2025-10-07T11:10:33,6253.8,808.27,0.0,5445.53
O00004546,S00152587,U000284,2025-10-08T16:54:42,7567.44,346.96,0.0,7220.48
O00004547,S00152597,U002161,2025-10-09T00:00:51,8610.43,376.86,0.0,8233.57
O00004548,S00152712,,2025-10-09T21:45:02,5887.97,363.56,0.0,5524.41
O00004549,S00152722,U000930,2025-10-09T10:09:32,15686.44,1309.45,0.0,14376.99
O00004550,S00152729,U001982,2025-10-09T19:57:38,17556.14,905.36,0.0,16650.78
O00004551,S00152797,,2025-10-10T20:12:36,8278.12,644.31,0.0,7633.81
O00004552,S00152806,U000476,2025-10-10T23:04:34,1207.7,70.09,93.46,1231.07
O00004553,S00152822,U001915,2025-10-10T17:59:51,1978.56,26.67,118.62,2070.51
O00004554,S00152834,U001003,2025-10-10T11:14:49,4890.34,166.29,0.0,4724.05
O00004555,S00152861,U000195,2025-10-10T11:31:58,11860.83,508.64,0.0,11352.19
O00004556,S00152884,U002574,2025-10-10T13:06:01,13418.17,758.48,0.0,12659.69
O00004557,S00152890,,2025-10-10T10:40:51,3087.93,56.96,0.0,3030.97
O00004558,S00152904,U002196,2025-10-10T07:44:14,4017.87,288.04,0.0,3729.83
O00004559,S00152946,,2025-10-11T12:28:28,5726.6,459.77,0.0,5266.83
O00004560,S00152986,U000309,2025-10-11T17:46:40,9316.01,755.94,0.0,8560.07
O00004561,S00152989,U001249,2025-10-11T01:52:00,4664.68,225.39,0.0,4439.29
O00004562,S00153020,U002094,2025-10-11T22:48:51,11710.21,377.99,0.0,11332.22
O00004563,S00153046,U000834,2025-10-11T00:30:39,2488.12,135.17,0.0,2352.95
O00004564,S00153055,U002416,2025-10-11T19:48:01,9229.12,363.09,0.0,8866.03
O00004565,S00153072,U000234,2025-10-12T22:25:21,8165.63,184.41,0.0,7981.22
O00004566,S00153087,U002327,2025-10-12T04:32:25,2619.56,149.73,0.0,2469.83
O00004567,S00153132,U000251,2025-10-12T01:10:57,4772.42,114.49,0.0,4657.93
O00004568,S00153145,,2025-10-12T14:56:38,11778.1,760.67,0.0,11017.43
O00004569,S00153146,U001644,2025-10-12T23:50:09,16714.91,688.81,0.0,16026.1
O00004570,S00153176,,2025-10-12T07:34:17,3854.07,177.32,0.0,3676.75
O00004571,S00153216,U001312,2025-10-13T14:17:48,2284.66,215.51,0.0,2069.15
O00004572,S00153268,,2025-10-13T03:23:33,1447.46,79.43,35.22,1403.25
O00004573,S00153299,U002505,2025-10-13T12:39:20,5145.82,254.94,0.0,4890.88
O00004574,S00153447,U000345,2025-10-15T21:43:53,1992.33,119.23,85.97,1959.07
O00004575,S00153478,U001850,2025-10-15T16:05:40,8144.04,25.07,0.0,8118.97
O00004576,S00153517,,2025-10-15T08:45:45,9732.49,86.38,0.0,9646.11
O00004577,S00153521,U001212,2025-10-15T11:38:58,9164.8,337.8,0.0,8827.0
O00004578,S00153555,U001087,2025-10-15T22:38:18,1473.53,38.03,95.1,1530.6
O00004579,S00153595,U002169,2025-10-16T08:50:04,1366.37,39.81,61.89,1388.45
O00004580,S00153607,U001853,2025-10-16T03:25:08,4707.14,302.5,0.0,4404.64
O00004581,S00153680,U001536,2025-10-16T19:05:49,775.4,53.93,104.04,825.51
O00004582,S00153705,U001783,2025-10-16T06:58:30,22657.35,1317.68,0.0,21339.67
O00004583,S00153729,U000079,2025-10-17T20:27:09,1024.95,31.83,86.79,1079.91
O00004584,S00153817,U000157,2025-10-17T20:40:38,8222.41,503.19,0.0,7719.22
O00004585,S00153818,U002071,2025-10-17T19:50:35,3702.14,295.18,0.0,3406.96
O00004586,S00153843,U000757,2025-10-17T07:22:00,4453.99,192.01,0.0,4261.98
O00004587,S00153856,,2025-10-17T06:17:40,8334.4,424.09,0.0,7910.31
O00004588,S00153918,U000459,2025-10-18T06:41:27,9077.23,122.34,0.0,8954.89
O00004589,S00153925,U002467,2025-10-18T18:58:35,5967.56,347.31,0.0,5620.25
O00004590,S00153944,U000470,2025-10-18T10:55:16,6877.0,134.0,0.0,6743.0
O00004591,S00153956,U000931,2025-10-18T11:56:58,12026.73,690.21,0.0,11336.52
O00004592,S00153967,U001603,2025-10-18T05:28:58,1627.91,83.3,95.88,1640.49
O00004593,S00154004,U000521,2025-10-19T04:33:50,14578.29,1138.25,0.0,13440.04
O00004594,S00154060,,2025-10-19T10:36:11,6246.9,374.62,0.0,5872.28
O00004595,S00154110,U002096,2025-10-19T02:46:03,4885.72,245.61,0.0,4640.11
O00004596,S00154159,U001129,2025-10-20T19:32:52,4578.82,310.85,0.0,4267.97
O00004597,S00154168,U001443,2025-10-20T05:44:46,8161.74,470.1,0.0,7691.64
O00004598,S00154320,U000496,2025-10-21T20:25:57,17141.84,1016.32,0.0,16125.52
O00004599,S00154324,U002568,2025-10-21T12:57:01,2542.94,120.24,0.0,2422.7
O00004600,S00154365,U002597,2025-10-21T08:33:53,6480.77,350.63,0.0,6130.14
O00004601,S00154378,U000054,2025-10-22T00:04:10,535.53,46.43,106.78,595.88
O00004602,S00154406,U002434,2025-10-21T19:56:03,3306.33,123.07,0.0,3183.26
O00004603,S00154422,,2025-10-22T22:42:01,6829.05,255.56,0.0,6573.49
O00004604,S00154493,U001199,2025-10-22T06:25:21,4569.94,307.43,0.0,4262.51
O00004605,S00154539,,2025-10-22T07:34:58,1567.9,43.76,118.05,1642.19
O00004606,S00154606,,2025-10-23T19:06:22,8610.33,1145.46,0.0,7464.87
O00004607,S00154649,U001566,2025-10-23T22:14:37,1478.95,143.08,62.54,1398.41
O00004608,S00154654,U002337,2025-10-23T19:43:11,1045.3,87.22,101.4,1059.48
O00004609,S00154667,U001661,2025-10-23T21:42:47,1900.96,287.27,52.77,1666.46
O00004610,S00154707,U001665,2025-10-24T05:42:18,2226.26,64.76,0.0,2161.5
O00004611,S00154863,U001272,2025-10-25T11:27:55,4932.77,136.38,0.0,4796.39
O00004612,S00154871,U001482,2025-10-25T11:45:04,3629.81,249.81,0.0,3380.0
O00004613,S00154885,U000728,2025-10-25T22:26:38,10211.62,250.94,0.0,9960.68
O00004614,S00154977,U002332,2025-10-26T02:12:45,5354.57,474.42,0.0,4880.15
O00004615,S00154990,U000085,2025-10-26T12:04:45,18563.29,1148.14,0.0,17415.15
O00004616,S00155008,,2025-10-26T15:32:26,8322.28,306.48,0.0,8015.8
O00004617,S00155049,,2025-10-26T20:43:49,4200.8,292.4,0.0,3908.4
O00004618,S00155051,U001546,2025-10-26T01:45:58,11835.38,1117.04,0.0,10718.34
O00004619,S00155145,,2025-10-27T00:48:20,10911.63,1490.35,0.0,9421.28
O00004620,S00155185,U000620,2025-10-27T21:09:31,4199.64,648.05,0.0,3551.59
O00004621,S00155212,U002161,2025-10-27T17:05:57,19541.11,1911.05,0.0,17630.06
O00004622,S00155315,U000299,2025-10-28T05:31:32,1574.98,117.73,112.79,1570.04
O00004623,S00155318,,2025-10-28T12:03:51,3811.13,89.81,0.0,3721.32
O00004624,S00155345,U000240,2025-10-29T00:04:55,9476.78,377.32,0.0,75689.68
O00004625,S00155364,U000826,2025-10-28T17:12:04,4428.34,308.91,0.0,4119.43
O00004626,S00155368,,2025-10-29T18:01:39,14342.81,395.12,0.0,13947.69
